doc_id,doc_name,alt_id,alt_name,doc_session,doc_type,doc_area_major,doc_area_minor,doc_description,doc_url,is_current_session
19sb0001,SB 0001 of 2019,19pa0021,PA 21 of 2019,2019-2020,SB,Insurance,no-fault,"Insurance: no-fault; coverage and benefits; make miscellaneous changes. Amends secs. 150, 224, 1244, 2038, 2040, 2069, 2105, 2106, 2108, 2111, 2118, 2120, 2151, 3009, 3101, 3101a, 3104, 3107, 3109a, 3111, 3112, 3113, 3114, 3115, 3135, 3142, 3145, 3148, 3151, 3157, 3163, 3172, 3173a, 3174, 3175 & 3177 of 1956 PA 218 (MCL 500.150 et seq.) & adds secs. 261, 271, 2013a, 2111f, 2116b, 2162, 3107c, 3107d, 3107e, 3157a & 3157b & chs. 31A and 63.Last Action: ASSIGNED PA 0021'19 WITH IMMEDIATE EFFECT",https://www.legislature.mi.gov/Bills/Bill?ObjectName=2019-SB-0001,FALSE
19sb0002,SB 0002 of 2019,19pa0007,PA 7 of 2019,2019-2020,SB,Criminal procedure,forfeiture,"Criminal procedure: forfeiture; asset forfeiture; require a criminal conviction before proceeding. Amends 1978 PA 368 (MCL 333.1101 - 333.25211) by adding sec. 7521a.  TIE BAR WITH: HB 4001'19, HB 4002'19Last Action: ASSIGNED PA 0007'19 WITH IMMEDIATE EFFECT",https://www.legislature.mi.gov/Bills/Bill?ObjectName=2019-SB-0002,FALSE
19sb0003,SB 0003 of 2019,19pa0002,PA 2 of 2019,2019-2020,SB,Civil procedure,evictions,"Civil procedure: evictions; writ of restitution; allow to be executed by a court officer, bailiff, or deputy sheriff, and provide for the removal of personal property. Amends sec. 5744 of 1961 PA 236 (MCL 600.5744).Last Action: ASSIGNED PA 2 WITH IMMEDIATE EFFECT",https://www.legislature.mi.gov/Bills/Bill?ObjectName=2019-SB-0003,FALSE
19sb0004,SB 0004 of 2019,NA,NA,2019-2020,SB,Insurance,no-fault,Insurance; no-fault; catastrophic claims association; require to disclose actuarial computation used in rate setting. Amends sec. 3104 of 1956 PA 218 (MCL 500.3104).Last Action: REFERRED TO COMMITTEE ON INSURANCE AND BANKING,https://www.legislature.mi.gov/Bills/Bill?ObjectName=2019-SB-0004,FALSE
19sb0005,SB 0005 of 2019,NA,NA,2019-2020,SB,Insurance,no-fault,Insurance: no-fault; fraud prevention authority; create. Amends title & secs. 3330 & 4501 of 1956 PA 218 (MCL 500.3330 & 500.4501) & adds ch. 63.  TIE BAR WITH: SB 0007'19Last Action: REFERRED TO COMMITTEE ON INSURANCE AND BANKING,https://www.legislature.mi.gov/Bills/Bill?ObjectName=2019-SB-0005,FALSE
19sb0006,SB 0006 of 2019,NA,NA,2019-2020,SB,Traffic control,driver license,Traffic control: driver license; operating a motor vehicle without valid driver license; increase penalties and require police officers to take certain actions. Amends secs. 904 & 904a of 1949 PA 300 (MCL 257.904 & 257.904a).Last Action: REFERRED TO COMMITTEE ON TRANSPORTATION AND INFRASTRUCTURE,https://www.legislature.mi.gov/Bills/Bill?ObjectName=2019-SB-0006,FALSE
19sb0007,SB 0007 of 2019,NA,NA,2019-2020,SB,Insurance,no-fault,"Insurance: no-fault; proof of insurance; enact the vehicle insurance verification act. Creates new act.  TIE BAR WITH: SB 0009'19, SB 0008'19Last Action: REFERRED TO COMMITTEE ON INSURANCE AND BANKING",https://www.legislature.mi.gov/Bills/Bill?ObjectName=2019-SB-0007,FALSE
19sb0008,SB 0008 of 2019,NA,NA,2019-2020,SB,Insurance,no-fault,Insurance: no-fault; suspension or revocation; allow under vehicle verification act. Amends sec. 227a of 1949 PA 300 (MCL 257.227a).  TIE BAR WITH: SB 0007'19Last Action: REFERRED TO COMMITTEE ON INSURANCE AND BANKING,https://www.legislature.mi.gov/Bills/Bill?ObjectName=2019-SB-0008,FALSE
19sb0009,SB 0009 of 2019,NA,NA,2019-2020,SB,Insurance,insurers,Insurance: insurers; issuance of automobile insurance; require notification to secretary of state in coordination with vehicle insurance verification act. Amends sec. 3101a of 1956 PA 218 (MCL 500.3101a).Last Action: REFERRED TO COMMITTEE ON INSURANCE AND BANKING,https://www.legislature.mi.gov/Bills/Bill?ObjectName=2019-SB-0009,FALSE
19sb0010,SB 0010 of 2019,NA,NA,2019-2020,SB,Highways,construction and repair,Highways; construction and repair; warranties for all new state pavement construction projects; require. Amends sec. 11 of 1951 PA 51 (MCL 247.661).Last Action: REFERRED TO COMMITTEE ON TRANSPORTATION AND INFRASTRUCTURE,https://www.legislature.mi.gov/Bills/Bill?ObjectName=2019-SB-0010,FALSE
19sb0011,SB 0011 of 2019,NA,NA,2019-2020,SB,Insurance,no-fault,Insurance; no-fault; catastrophic claims association; provide for rebate of excess fees. Amends 1956 PA 218 (MCL 500.100 - 500.8302) by adding sec. 3104a.Last Action: REFERRED TO COMMITTEE ON INSURANCE AND BANKING,https://www.legislature.mi.gov/Bills/Bill?ObjectName=2019-SB-0011,FALSE
19sb0012,SB 0012 of 2019,NA,NA,2019-2020,SB,Gaming,horse racing,"Gaming: horse racing; third party facilitator licenses; provide for. Amends secs. 8, 17, 20 & 22 of 1995 PA 279 (MCL 431.308 et seq.).Last Action: REFERRED TO COMMITTEE ON AGRICULTURE",https://www.legislature.mi.gov/Bills/Bill?ObjectName=2019-SB-0012,FALSE
19sb0013,SB 0013 of 2019,NA,NA,2019-2020,SB,Individual income tax,retirement or pension benefits,Individual income tax: retirement or pension benefits; 3-tier limitations and restrictions on deduction for retirement or pension benefits based on taxpayer's age; eliminate. Amends sec. 30 of 1967 PA 281 (MCL 206.30).Last Action: REFERRED TO COMMITTEE ON FINANCE,https://www.legislature.mi.gov/Bills/Bill?ObjectName=2019-SB-0013,FALSE
19sb0014,SB 0014 of 2019,NA,NA,2019-2020,SB,Water,drinking water standards,Water: drinking water standards; safe drinking water act; provide for maximum contaminant levels allowed. Amends sec. 6 of 1976 PA 399 (MCL 325.1006).Last Action: REFERRED TO COMMITTEE ON ENVIRONMENTAL QUALITY,https://www.legislature.mi.gov/Bills/Bill?ObjectName=2019-SB-0014,FALSE
19sb0015,SB 0015 of 2019,NA,NA,2019-2020,SB,Individual income tax,credit,Individual income tax: credit; child care credit; create. Amends 1967 PA 281 (MCL 206.1 - 206.713) by adding sec. 272a.Last Action: REFERRED TO COMMITTEE ON FINANCE,https://www.legislature.mi.gov/Bills/Bill?ObjectName=2019-SB-0015,FALSE
19sb0016,SB 0016 of 2019,NA,NA,2019-2020,SB,Michigan business tax,credits,Michigan business tax: credits; recapture of tax credits for businesses relocating out of this state; provide for. Amends 2007 PA 36 (MCL 208.1101 - 208.1601) by adding sec. 402.Last Action: REFERRED TO COMMITTEE ON FINANCE,https://www.legislature.mi.gov/Bills/Bill?ObjectName=2019-SB-0016,FALSE
19sb0017,SB 0017 of 2019,NA,NA,2019-2020,SB,Individual income tax,retirement or pension benefits,Individual income tax: retirement or pension benefits; 3-tier limitations and restrictions on deduction for retirement or pension benefits based on taxpayer's age; eliminate. Amends sec. 30 of 1967 PA 281 (MCL 206.30).Last Action: REFERRED TO COMMITTEE ON FINANCE,https://www.legislature.mi.gov/Bills/Bill?ObjectName=2019-SB-0017,FALSE
19sb0018,SB 0018 of 2019,NA,NA,2019-2020,SB,Individual income tax,deductions,Individual income tax: deductions; student loan forgiveness for disabled veterans under the total and permanent disability discharge program; provide for. Amends sec. 30 of 1967 PA 281 (MCL 206.30).Last Action: REFERRED TO COMMITTEE ON FINANCE,https://www.legislature.mi.gov/Bills/Bill?ObjectName=2019-SB-0018,FALSE
19sb0019,SB 0019 of 2019,NA,NA,2019-2020,SB,Public employees and officers,other,Public employees and officers: other; 1968 PA 317 regarding contracts of public servants with public entities; modify certain population thresholds. Amends sec. 3a of 1968 PA 317 (MCL 15.323a).Last Action: referred to Committee on Local Government and Municipal Finance,https://www.legislature.mi.gov/Bills/Bill?ObjectName=2019-SB-0019,FALSE
19sb0020,SB 0020 of 2019,NA,NA,2019-2020,SB,Criminal procedure,jurisdiction,Criminal procedure: jurisdiction; venue for prosecution of delivery of a controlled substance causing death; modify. Amends sec. 317a of 1931 PA 328 (MCL 750.317a).  TIE BAR WITH: SB 0021'19Last Action: referred to Committee on Judiciary,https://www.legislature.mi.gov/Bills/Bill?ObjectName=2019-SB-0020,FALSE
19sb0021,SB 0021 of 2019,NA,NA,2019-2020,SB,Criminal procedure,jurisdiction,Criminal procedure: jurisdiction; jurisdiction for prosecution for delivery of controlled substance causing death; modify. Amends 1927 PA 175 (MCL 760.1 - 777.69) by adding sec. 5a to ch. II.  TIE BAR WITH: SB 0020'19Last Action: referred to Committee on Judiciary,https://www.legislature.mi.gov/Bills/Bill?ObjectName=2019-SB-0021,FALSE
19sb0022,SB 0022 of 2019,NA,NA,2019-2020,SB,Health occupations,physical therapists,"Health occupations: physical therapists; physical therapy licensure compact; enact. Amends sec. 17801 of 1978 PA 368 (MCL 333.17801) & adds secs. 16188, 17820a & 17820b.Last Action: REFERRED TO COMMITTEE OF THE WHOLE",https://www.legislature.mi.gov/Bills/Bill?ObjectName=2019-SB-0022,FALSE
