doc_id,doc_name,alt_id,alt_name,doc_session,doc_type,doc_area_major,doc_area_minor,doc_description,doc_url,is_current_session
15sb0001,SB 0001 of 2015,NA,NA,2015-2016,SB,Labor,hours and wages,"Labor; hours and wages; reference to repealed law; eliminate in school code. Amends secs. 503, 523, 553 & 1311e of 1976 PA 451 (MCL 380.503 et seq.).  TIE BAR WITH: SB 0003'15Last Action: referred to Committee on Commerce and Trade",https://www.legislature.mi.gov/Bills/Bill?ObjectName=2015-SB-0001,FALSE
15sb0002,SB 0002 of 2015,NA,NA,2015-2016,SB,Labor,hours and wages,Labor; hours and wages; reference to repealed law; eliminate. Amends sec. 8 of 1974 PA 338 (MCL 125.1608).  TIE BAR WITH: SB 0003'15Last Action: referred to Committee on Commerce and Trade,https://www.legislature.mi.gov/Bills/Bill?ObjectName=2015-SB-0002,FALSE
15sb0003,SB 0003 of 2015,NA,NA,2015-2016,SB,Labor,hours and wages,Labor; hours and wages; requirement of paying prevailing wages on state projects; eliminate. Repeals 1965 PA 166 (MCL 408.551 - 408.558).Last Action: referred to Committee on Commerce and Trade,https://www.legislature.mi.gov/Bills/Bill?ObjectName=2015-SB-0003,FALSE
15sb0004,SB 0004 of 2015,NA,NA,2015-2016,SB,Civil rights,religious discrimination,Civil rights; religious discrimination; Michigan religious freedom restoration act; create. Creates new act.Last Action: REFERRED TO COMMITTEE ON JUDICIARY,https://www.legislature.mi.gov/Bills/Bill?ObjectName=2015-SB-0004,FALSE
15sb0005,SB 0005 of 2015,NA,NA,2015-2016,SB,Individual income tax,credit,Individual income tax; credit; earned income tax credit; increase. Amends sec. 272 of 1967 PA 281 (MCL 206.272).Last Action: REFERRED TO COMMITTEE ON FINANCE,https://www.legislature.mi.gov/Bills/Bill?ObjectName=2015-SB-0005,FALSE
15sb0006,SB 0006 of 2015,NA,NA,2015-2016,SB,Property tax,exemptions,Property tax; exemptions; exemption for disabled veterans; include joint tenancy. Amends sec. 7b of 1893 PA 206 (MCL 211.7b).Last Action: referred to Committee on Tax Policy,https://www.legislature.mi.gov/Bills/Bill?ObjectName=2015-SB-0006,FALSE
15sb0007,SB 0007 of 2015,NA,NA,2015-2016,SB,Retirement,public school employees,Retirement; public school employees; certain retirants' purchase of service credit for service performed at certain university reporting units; allow. Amends sec. 64 of 1980 PA 300 (MCL 38.1364).Last Action: REFERRED TO COMMITTEE ON APPROPRIATIONS,https://www.legislature.mi.gov/Bills/Bill?ObjectName=2015-SB-0007,FALSE
15sb0008,SB 0008 of 2015,NA,NA,2015-2016,SB,State financing and management,purchasing,State financing and management; purchasing; installation of tracking device on state employee driven state vehicles; require. Amends sec. 213 of 1984 PA 431 (MCL 18.1213).Last Action: REFERRED TO COMMITTEE OF THE WHOLE WITH SUBSTITUTE S-1,https://www.legislature.mi.gov/Bills/Bill?ObjectName=2015-SB-0008,FALSE
15sb0009,SB 0009 of 2015,15pa0052,PA 0052 of 2015,2015-2016,SB,Family law,child custody,"Family law; child custody; requirement to file motion for change of custody order when parent is called to active military duty; modify. Amends sec. 7 of 1970 PA 91 (MCL 722.27).  TIE BAR WITH: HB 4071'15, HB 4482'15Last Action: ASSIGNED PA 0052'15 WITH IMMEDIATE EFFECT",https://www.legislature.mi.gov/Bills/Bill?ObjectName=2015-SB-0009,FALSE
15sb0010,SB 0010 of 2015,NA,NA,2015-2016,SB,Sales tax,collections,Sales tax; collections; sales tax on the difference; accelerate phase-in. Amends sec. 1 of 1933 PA 167 (MCL 205.51).Last Action: REFERRED TO COMMITTEE OF THE WHOLE WITH SUBSTITUTE S-2,https://www.legislature.mi.gov/Bills/Bill?ObjectName=2015-SB-0010,FALSE
15sb0011,SB 0011 of 2015,NA,NA,2015-2016,SB,Use tax,collections,Use tax; collections; use tax on the difference; accelerate phase-in. Amends sec. 2 of 1937 PA 94 (MCL 205.92).Last Action: REFERRED TO COMMITTEE OF THE WHOLE WITH SUBSTITUTE S-2,https://www.legislature.mi.gov/Bills/Bill?ObjectName=2015-SB-0011,FALSE
15sb0012,SB 0012 of 2015,15pa0020,PA 0020 of 2015,2015-2016,SB,Retirement,state employees,Retirement; state employees; retired state employees to contract with department of attorney general in litigation matters involving this state; allow under certain circumstances without losing retirement allowance. Amends sec. 68c of 1943 PA 240 (MCL 38.68c).Last Action: ASSIGNED PA 0020'15 WITH IMMEDIATE EFFECT,https://www.legislature.mi.gov/Bills/Bill?ObjectName=2015-SB-0012,FALSE
15sb0013,SB 0013 of 2015,15pa0268,PA 0268 of 2015,2015-2016,SB,Elections,voting procedures,"Elections; voting procedures; straight-ticket voting; eliminate, and provide certain appropriations. Amends secs. 736c, 782b, 795c, 803 & 804 of 1954 PA 116 (MCL 168.736c et seq.).Last Action: ASSIGNED PA 0268'15 WITH IMMEDIATE EFFECT",https://www.legislature.mi.gov/Bills/Bill?ObjectName=2015-SB-0013,FALSE
15sb0014,SB 0014 of 2015,NA,NA,2015-2016,SB,Environmental protection,radioactive waste,"Environmental protection; radioactive waste; storage of certain radioactive waste in Michigan; prohibit, and require study of impacts of repository located anywhere near great lakes shoreline. Amends title & sec. 1 of 1978 PA 113 (MCL 325.491); adds sec. 2  & repeals sec. 2.Last Action: REFERRED TO COMMITTEE ON NATURAL RESOURCES",https://www.legislature.mi.gov/Bills/Bill?ObjectName=2015-SB-0014,FALSE
15sb0015,SB 0015 of 2015,NA,NA,2015-2016,SB,Weapons,firearms,Weapons; firearms; Michigan firearms freedom act; create. Creates new act.Last Action: REFERRED TO COMMITTEE OF THE WHOLE WITH SUBSTITUTE S-1,https://www.legislature.mi.gov/Bills/Bill?ObjectName=2015-SB-0015,FALSE
15sb0016,SB 0016 of 2015,NA,NA,2015-2016,SB,Natural resources,funding,Natural resources; funding; Michigan natural resources trust fund; modify allowable expenditures. Amends secs. 1902 & 1903 of 1994 PA 451 (MCL 324.1902 & 324.1903) & repeals sec. 1904 of 1994 PA 451 (MCL 324.1904).  TIE BAR WITH: SJR C'15Last Action: REFERRED TO COMMITTEE ON NATURAL RESOURCES,https://www.legislature.mi.gov/Bills/Bill?ObjectName=2015-SB-0016,FALSE
15sb0017,SB 0017 of 2015,NA,NA,2015-2016,SB,Property tax,delinquent taxes,Property tax; delinquent taxes; sale of house by auction; require profits be refunded to homeowner. Amends sec. 78m of 1893 PA 206 (MCL 211.78m).Last Action: REFERRED TO COMMITTEE ON LOCAL GOVERNMENT,https://www.legislature.mi.gov/Bills/Bill?ObjectName=2015-SB-0017,FALSE
15sb0018,SB 0018 of 2015,15pa0018,PA 0018 of 2015,2015-2016,SB,Property,conveyances,Property; conveyances; certain land in Calhoun County; provide for conveyance after obtaining from United States. Amends 1994 PA 451 (MCL 324.101 - 324.90106) by adding sec. 2120a.  TIE BAR WITH: SB 0019'15Last Action: ASSIGNED PA 0018'15 WITH IMMEDIATE EFFECT,https://www.legislature.mi.gov/Bills/Bill?ObjectName=2015-SB-0018,FALSE
15sb0019,SB 0019 of 2015,15pa0019,PA 0019 of 2015,2015-2016,SB,Property tax,assessments,Property tax; assessments; definition of transfer of ownership; exclude certain transfers. Amends sec. 27a of 1893 PA 206 (MCL 211.27a).  TIE BAR WITH: SB 0018'15Last Action: ASSIGNED PA 0019'15 WITH IMMEDIATE EFFECT,https://www.legislature.mi.gov/Bills/Bill?ObjectName=2015-SB-0019,FALSE
